id,question_en,question_ru,answer_en,answer_ru,tags,sources,safety_level,question_en_clean,question_ru_clean,combined_question
759,Dengue in pregnancy—any special care?,Hamal me dengue—khas ehtiyat kya hai?,"Pregnancy needs closer monitoring, hydration, avoidance of NSAIDs, and coordination with obstetric care. (tip 4)","Hamal me qareebi nigrani, hydration, NSAIDs se parhez, aur obstetric care ke sath raptah darkar hota hai. (rehnumai 4)",pregnancy;triage,WHO/CDC guidance; Public health guidance,urgent-care,dengue in pregnancy—any special care,hamal me dengue—khas ehtiyat kya hai,dengue in pregnancy—any special care hamal me dengue—khas ehtiyat kya hai
760,Can dengue occur more than once?,Kya dengue dobara ho sakta hai?,Yes. Different serotypes exist; later infections can be more severe—continue prevention even after recovery. (tip 5),Haan. Mukhtalif serotypes hain; dobara infection zyada shadeed ho sakta hai—sehat ke baad bhi bachav jari rakhein. (rehnumai 5),immunity;risks,WHO/CDC guidance; Public health guidance,general,can dengue occur more than once,kya dengue dobara ho sakta hai,can dengue occur more than once kya dengue dobara ho sakta hai
761,What are early symptoms of dengue?,Dengue ke ibtidaai alamat kya hain?,"Early symptoms include high fever, severe headache, pain behind the eyes, muscle and joint aches, nausea/vomiting, and sometimes rash. Watch closely from days 3–7 when warning signs can appear. (tip 6)","Ibtidaai alamat me tez bukhar, shadeed sar dard, aankh ke peeche dard, joron aur pathon ka dard, ulti/ghabrahat aur kabhi kabhi rash shamil hain. Din 3–7 me khatwarning alamat par nazar rakhein. (rehnumai 6)",symptoms,WHO/CDC guidance; Public health guidance,general,what are early symptoms of dengue,dengue ke ibtidaai alamat kya hain,what are early symptoms of dengue dengue ke ibtidaai alamat kya hain
762,What are dengue warning signs that need urgent care?,Kon si khatwarning alamat me foran doctor ko dikhana chahiye?,"Warning signs: severe abdominal pain, persistent vomiting, bleeding (nose/gums, black stools, vomiting blood), fast breathing, extreme tiredness or restlessness, enlarged liver. Seek urgent care. (tip 7)","Khatwarning alamat: shadeed pait ka dard, lagatar ulti, khoon (naak/masoodon se, kaala paikhana, ulti me khoon), tez saans, had se zyada thakan ya bechaini, jigar barhna. Foran doctor ko dikhayen. (rehnumai 7)",warning_signs;triage,WHO/CDC guidance; Public health guidance,urgent-care,what are dengue warning signs that need urgent care,kon si khatwarning alamat me foran doctor ko dikhana chahiye,what are dengue warning signs that need urgent care kon si khatwarning alamat me foran doctor ko dikhana chahiye
763,When should I do the NS1 test for dengue?,Dengue ka NS1 test kis din karwana chahiye?,"NS1 antigen is most useful in illness days 1–5; after that, IgM/IgG or PCR timing should guide testing. (tip 1)",NS1 antigen pehle 1–5 din me sab se mufeed hota hai; is ke baad IgM/IgG ya PCR ke waqt ke mutabiq test hota hai. (rehnumai 1),diagnosis;tests,WHO/CDC guidance; Public health guidance,general,when should i do the ns1 test for dengue,dengue ka ns1 test kis din karwana chahiye,when should i do the ns1 test for dengue dengue ka ns1 test kis din karwana chahiye
764,Which pain medicine is safe in dengue?,Dengue me kaunsi dard ki dawai mehfooz hai?,"Use paracetamol/acetaminophen as directed. Avoid aspirin, ibuprofen, naproxen and other NSAIDs due to bleeding risk. (tip 2)","Paracetamol/acetaminophen istemal karein. Aspirin, ibuprofen, naproxen aur doosray NSAIDs se parhez kyun ke bleeding ka khatra hota hai. (rehnumai 2)",medications;pain_fever_meds,WHO/CDC guidance; Public health guidance,general,which pain medicine is safe in dengue,dengue me kaunsi dard ki dawai mehfooz hai,which pain medicine is safe in dengue dengue me kaunsi dard ki dawai mehfooz hai
765,How should I hydrate at home with dengue?,Dengue me ghar par pani kaise pura karun?,"Take small frequent sips of oral rehydration solution, water, soups and juices. Track urine color and frequency. (tip 3)","Choti choti matra me baar baar ORS, pani, yakhni aur juices lein. Peshab ka rang aur martaba note karein. (rehnumai 3)",hydration;home_care,WHO/CDC guidance; Public health guidance,general,how should i hydrate at home with dengue,dengue me ghar par pani kaise pura karun,how should i hydrate at home with dengue dengue me ghar par pani kaise pura karun
766,What is the critical phase in dengue?,Dengue me critical phase kya hoti hai?,The 24–48 hours after the fever starts to fall (usually days 3–7). Monitor for warning signs and keep fluids adequate. (tip 4),Bukhar kam honay ke 24–48 ghante (aksar din 3–7) critical phase hoti hai. Khatwarning alamat dekhein aur maye barqarar rakhein. (rehnumai 4),timeline;warning_signs,WHO/CDC guidance; Public health guidance,urgent-care,what is the critical phase in dengue,dengue me critical phase kya hoti hai,what is the critical phase in dengue dengue me critical phase kya hoti hai
767,Do I need platelet transfusion in dengue?,Kya dengue me platelet transfusion zaruri hota hai?,"Not routinely. Transfusion decisions depend on active bleeding and clinical judgment, not just the count number. (tip 5)",Aksar nahi. Transfusion ka faisla sirf number par nahi balkeh khuni alamat aur clinical faislay par hota hai. (rehnumai 5),laboratory;platelets,WHO/CDC guidance; Public health guidance,urgent-care,do i need platelet transfusion in dengue,kya dengue me platelet transfusion zaruri hota hai,do i need platelet transfusion in dengue kya dengue me platelet transfusion zaruri hota hai
768,Which mosquito spreads dengue and when do they bite?,Dengue kis machar se hota hai aur ye kab kaat-te hain?,"Aedes aegypti/albopictus spread dengue. They bite in daytime, especially early morning and late afternoon—use repellents. (tip 6)","Aedes aegypti/albopictus dengue phailate hain. Ye din me kaat-te hain, khas tor par subah jaldi aur shaam—repellent lagayen. (rehnumai 6)",prevention;vector,WHO/CDC guidance; Public health guidance,general,which mosquito spreads dengue and when do they bite,dengue kis machar se hota hai aur ye kab kaatte hain,which mosquito spreads dengue and when do they bite dengue kis machar se hota hai aur ye kab kaatte hain
769,How to remove breeding sites at home?,Ghar me breeding jagon ko kaise khatam karen?,"Weekly: empty/scrub/cover water containers, clear gutters, change vase water, check coolers and tires. (tip 7)","Har hafta: bartanon ko khali/saaf/dhak dein, naliyan saaf karein, phooldan ka pani badlein, coolers aur tyres check karein. (rehnumai 7)",mosquito_control;household,WHO/CDC guidance; Public health guidance,general,how to remove breeding sites at home,ghar me breeding jagon ko kaise khatam karen,how to remove breeding sites at home ghar me breeding jagon ko kaise khatam karen
770,Is there a specific cure or antiviral for dengue?,Kya dengue ka koi khaas ilaaj ya antiviral hai?,"No specific routine antiviral. Supportive care (fluids, monitoring, treating complications) is the mainstay. (tip 1)","Koi khaas routine antiviral nahi. Supportive care (maye, nigrani, complications ka ilaj) bunyadi hai. (rehnumai 1)",treatment;supportive_care,WHO/CDC guidance; Public health guidance,general,is there a specific cure or antiviral for dengue,kya dengue ka koi khaas ilaaj ya antiviral hai,is there a specific cure or antiviral for dengue kya dengue ka koi khaas ilaaj ya antiviral hai
771,Is rash required for dengue diagnosis?,Kya dengue me rash hona zaruri hai?,No. Many patients have rash but not all; rely on overall assessment and appropriate tests. (tip 2),Nahi. Bohat se mareezon me rash hota hai magar sab me nahi; kul muaina aur munasib tests par bharosa karein. (rehnumai 2),diagnosis;symptoms,WHO/CDC guidance; Public health guidance,general,is rash required for dengue diagnosis,kya dengue me rash hona zaruri hai,is rash required for dengue diagnosis kya dengue me rash hona zaruri hai
772,What foods are suitable during dengue?,Dengue me kaunsi ghiza munasib hai?,"Light meals, soups, fruits, and easy-to-digest foods. Prioritize fluids; avoid very sugary or caffeinated drinks if they upset the stomach. (tip 3)","Halka khana, yakhni, phal aur asani se hazm honay wali ghiza. Maye ko ahmiyat dein; bohat meetha ya caffeine pait kharab kare to parhez karein. (rehnumai 3)",nutrition;hydration,WHO/CDC guidance; Public health guidance,general,what foods are suitable during dengue,dengue me kaunsi ghiza munasib hai,what foods are suitable during dengue dengue me kaunsi ghiza munasib hai
773,When should I go to hospital for dengue?,Dengue me kab hospital jana chahiye?,"If any warning signs appear, if you cannot keep fluids down, have bleeding, severe abdominal pain, drowsiness, or breathing difficulty. (tip 4)","Agar khatwarning alamat aaen, maye na rukain, khoon aaye, shadeed pait dard, neend/susti ya saans me dushwari ho to hospital jayen. (rehnumai 4)",warning_signs;triage,WHO/CDC guidance; Public health guidance,urgent-care,when should i go to hospital for dengue,dengue me kab hospital jana chahiye,when should i go to hospital for dengue dengue me kab hospital jana chahiye
774,Is dengue contagious person-to-person?,Kya dengue seedha aik se doosray insan ko lagta hai?,"Dengue spreads via mosquito bites, not normal casual contact. (tip 5)","Dengue aam mulaqat se nahi, balkay machhar ke kaat se phailta hai. (rehnumai 5)",transmission,WHO/CDC guidance; Public health guidance,general,is dengue contagious persontoperson,kya dengue seedha aik se doosray insan ko lagta hai,is dengue contagious persontoperson kya dengue seedha aik se doosray insan ko lagta hai
775,Can I use ibuprofen or aspirin in dengue?,Kya dengue me ibuprofen ya aspirin le sakta hoon?,Avoid ibuprofen/aspirin/other NSAIDs due to bleeding risk. Use paracetamol for fever/pain as directed. (tip 6),Ibuprofen/aspirin/NSAIDs se parhez kyun ke bleeding ka khatra barhta hai. Bukhar/dard ke liye paracetamol istemal karein. (rehnumai 6),medications;contraindicated,WHO/CDC guidance; Public health guidance,general,can i use ibuprofen or aspirin in dengue,kya dengue me ibuprofen ya aspirin le sakta hoon,can i use ibuprofen or aspirin in dengue kya dengue me ibuprofen ya aspirin le sakta hoon
776,How do doctors monitor labs in dengue?,Doctors dengue me kaun se labs dekhte hain?,"Complete blood count (hematocrit, platelets) and basic chemistries; trends are more important than a single value. (tip 7)","CBC (hematocrit, platelets) aur bunyadi chemistries; aik value se ziyada rawayya (trend) aham hai. (rehnumai 7)",laboratory;monitoring,WHO/CDC guidance; Public health guidance,general,how do doctors monitor labs in dengue,doctors dengue me kaun se labs dekhte hain,how do doctors monitor labs in dengue doctors dengue me kaun se labs dekhte hain
777,What is severe dengue?,Severe dengue kya hota hai?,"Severe dengue involves plasma leakage, bleeding, or organ involvement that may lead to shock—this is a medical emergency. (tip 1)","Severe dengue me plasma leakage, bleeding ya aza ka masla hota hai jo shock tak le ja sakta hai—ye medical emergency hai. (rehnumai 1)",severe;emergency,WHO/CDC guidance; Public health guidance,emergency,what is severe dengue,severe dengue kya hota hai,what is severe dengue severe dengue kya hota hai
778,How to protect children from mosquito bites?,Bachon ko machar ke kaat se kaise bachayen?,"Use age-appropriate repellents, long clothing, screens/bed nets, and remove standing water weekly. (tip 2)","Umar ke mutabiq repellent, lambe kapray, jhalian/bed nets, aur har hafta ruka pani khatam karein. (rehnumai 2)",pediatrics;prevention,WHO/CDC guidance; Public health guidance,general,how to protect children from mosquito bites,bachon ko machar ke kaat se kaise bachayen,how to protect children from mosquito bites bachon ko machar ke kaat se kaise bachayen
779,Dengue in pregnancy—any special care?,Hamal me dengue—khas ehtiyat kya hai?,"Pregnancy needs closer monitoring, hydration, avoidance of NSAIDs, and coordination with obstetric care. (tip 3)","Hamal me qareebi nigrani, hydration, NSAIDs se parhez, aur obstetric care ke sath raptah darkar hota hai. (rehnumai 3)",pregnancy;triage,WHO/CDC guidance; Public health guidance,urgent-care,dengue in pregnancy—any special care,hamal me dengue—khas ehtiyat kya hai,dengue in pregnancy—any special care hamal me dengue—khas ehtiyat kya hai
780,Can dengue occur more than once?,Kya dengue dobara ho sakta hai?,Yes. Different serotypes exist; later infections can be more severe—continue prevention even after recovery. (tip 4),Haan. Mukhtalif serotypes hain; dobara infection zyada shadeed ho sakta hai—sehat ke baad bhi bachav jari rakhein. (rehnumai 4),immunity;risks,WHO/CDC guidance; Public health guidance,general,can dengue occur more than once,kya dengue dobara ho sakta hai,can dengue occur more than once kya dengue dobara ho sakta hai
781,What are early symptoms of dengue?,Dengue ke ibtidaai alamat kya hain?,"Early symptoms include high fever, severe headache, pain behind the eyes, muscle and joint aches, nausea/vomiting, and sometimes rash. Watch closely from days 3–7 when warning signs can appear. (tip 5)","Ibtidaai alamat me tez bukhar, shadeed sar dard, aankh ke peeche dard, joron aur pathon ka dard, ulti/ghabrahat aur kabhi kabhi rash shamil hain. Din 3–7 me khatwarning alamat par nazar rakhein. (rehnumai 5)",symptoms,WHO/CDC guidance; Public health guidance,general,what are early symptoms of dengue,dengue ke ibtidaai alamat kya hain,what are early symptoms of dengue dengue ke ibtidaai alamat kya hain
